Customer_ID,Name,Age,Gender,Purchase_Platform,Category,Subcategory,Price,Quantity,Total_Spent,Purchase_Date,Region,Payment_Method
CUST79396,Noah Thomas,30,Female,Online,Equipment,Cricket Bat,440.15,1,440.15,1/11/2024,North America,Credit Card
CUST60693,Michael Smith,26,Female,Online,Accessories,Wrist Bands,263.71,3,791.13,6/1/2024,Asia,Credit Card
CUST30929,Ava Thomas,56,Female,In-Store,Footwear,Basketball Shoes,135.26,4,541.04,12/13/2024,South America,Google Pay
CUST73270,Noah Taylor,34,Male,In-Store,Apparel,Training Shorts,437.83,3,1313.49,8/10/2024,Asia,Cash
CUST85541,Liam Jackson,36,Male,In-Store,Equipment,Dumbbells,164.49,5,822.45,10/13/2024,South America,PayPal
CUST73096,Sophia Jackson,25,Other,In-Store,Outdoor Recreation,Cycling Helmet,135.56,3,406.68,6/11/2024,Australia,Apple Pay
CUST85294,Ava Harris,20,Female,In-Store,Footwear,Basketball Shoes,361.95,3,1085.85,7/18/2024,North America,Credit Card
CUST86321,Ava Harris,47,Female,In-Store,Footwear,Basketball Shoes,491.31,5,2456.55,12/29/2024,South America,Apple Pay
CUST71612,Emma Taylor,55,Other,In-Store,Outdoor Recreation,Fishing Rod,164.06,1,164.06,3/16/2024,Australia,PayPal
CUST95378,Emily Jackson,54,Female,Online,Equipment,Cricket Bat,75.31,3,225.93,6/4/2024,North America,Cash
CUST41639,Michael Taylor,20,Other,Online,Gymnastics,Parallel Bars,41.36,4,165.44,4/25/2024,North America,PayPal
CUST74279,Emily White,29,Other,In-Store,Equipment,Dumbbells,285.87,4,1143.48,11/1/2024,Asia,Credit Card
CUST93492,Olivia Johnson,26,Male,In-Store,Footwear,Hiking Boots,191.65,1,191.65,8/13/2024,Europe,Apple Pay
CUST63372,Ava Brown,50,Female,In-Store,Gymnastics,Parallel Bars,331.43,4,1325.72,6/18/2024,Australia,Apple Pay
CUST20257,Daniel Brown,35,Male,Online,Outdoor Recreation,Hiking Backpack,262.74,3,788.22,1/6/2024,Asia,Google Pay
CUST58776,Olivia Jackson,47,Other,Online,Footwear,Hiking Boots,275.35,3,826.05,3/18/2024,Europe,Credit Card
CUST59075,Michael Brown,27,Male,Online,Accessories,Wrist Bands,396.51,3,1189.53,6/27/2024,Australia,Debit Card
CUST82739,Liam Smith,31,Male,Online,Equipment,Badminton Racket,189.48,5,947.4,7/5/2024,South America,Google Pay
CUST68402,Sophia Harris,40,Other,Online,Gymnastics,Parallel Bars,254.56,1,254.56,1/7/2024,Europe,Debit Card
CUST68641,Emma Jackson,33,Female,In-Store,Equipment,Badminton Racket,95.67,5,478.35,5/6/2024,South America,Debit Card
CUST78279,Emily Smith,19,Male,In-Store,Footwear,Hiking Boots,188.01,4,752.04,9/24/2024,North America,Apple Pay
CUST80791,Noah White,42,Female,In-Store,Gymnastics,Gym Rings,331.07,5,1655.35,1/30/2024,Europe,PayPal
CUST51127,Emma Johnson,62,Other,In-Store,Gymnastics,Gym Rings,166.49,1,166.49,5/13/2024,North America,PayPal
CUST70738,Emma Harris,42,Other,In-Store,Footwear,Basketball Shoes,439.94,4,1759.76,11/30/2024,Asia,Cash
CUST84756,Daniel Johnson,23,Male,Online,Outdoor Recreation,Cycling Helmet,190.77,2,381.54,9/23/2024,Europe,PayPal
CUST98437,Noah Brown,20,Other,Online,Gymnastics,Balance Beam,100.61,1,100.61,7/10/2024,Asia,Cash
CUST23104,Liam Jackson,59,Male,In-Store,Outdoor Recreation,Camping Tent,357.78,1,357.78,9/2/2024,Asia,Google Pay
CUST90578,Liam Thomas,39,Male,Online,Apparel,Training Shorts,281.38,1,281.38,2/28/2024,Asia,Apple Pay
CUST16762,Emily Smith,36,Male,Online,Footwear,Football Boots,421.24,2,842.48,8/11/2024,Asia,Cash
CUST48883,Liam Taylor,60,Male,In-Store,Apparel,Track Suit,423.42,4,1693.68,10/12/2024,South America,Debit Card
CUST11517,Noah Brown,62,Other,Online,Outdoor Recreation,Camping Tent,298.34,4,1193.36,4/26/2024,South America,Debit Card
CUST79105,Olivia Anderson,30,Female,In-Store,Accessories,Knee Support,408.61,5,2043.05,10/14/2024,Asia,Cash
CUST38135,Liam Smith,28,Female,Online,Outdoor Recreation,Cycling Helmet,404.55,2,809.1,5/6/2024,Australia,Apple Pay
CUST16224,Liam Martin,52,Other,In-Store,Gymnastics,Parallel Bars,393.69,4,1574.76,6/12/2024,Europe,PayPal
CUST37973,Liam Johnson,62,Male,In-Store,Equipment,Tennis Racket,125.28,1,125.28,4/3/2024,Asia,Cash
CUST90451,Liam Anderson,54,Other,In-Store,Footwear,Football Boots,395.78,1,395.78,6/28/2024,Asia,Credit Card
CUST58650,Ava Anderson,60,Other,In-Store,Apparel,Compression Wear,390.82,2,781.64,7/8/2024,Europe,Apple Pay
CUST98890,Sophia Harris,33,Male,Online,Accessories,Wrist Bands,376.4,5,1882,1/28/2024,Asia,Debit Card
CUST61857,Liam Smith,29,Other,In-Store,Gymnastics,Pommel Horse,408.16,1,408.16,1/14/2024,South America,Google Pay
CUST22369,Daniel Anderson,36,Female,In-Store,Apparel,Track Suit,246.79,3,740.37,1/3/2024,North America,Apple Pay
CUST30817,Ava Brown,38,Female,Online,Apparel,Compression Wear,449.89,1,449.89,1/12/2024,North America,Credit Card
CUST24421,Liam Anderson,41,Other,Online,Accessories,Swim Goggles,341.24,3,1023.72,4/28/2024,North America,Debit Card
CUST42050,Noah Taylor,53,Female,In-Store,Equipment,Cricket Bat,296.03,1,296.03,12/29/2024,Europe,Apple Pay
CUST41862,Sophia Harris,21,Male,Online,Accessories,Knee Support,165.6,1,165.6,2/9/2024,North America,PayPal
CUST85801,Sophia Taylor,22,Other,In-Store,Gymnastics,Parallel Bars,350.64,5,1753.2,1/24/2024,North America,Google Pay
CUST43372,John Martin,58,Female,Online,Apparel,Track Suit,267.89,3,803.67,5/21/2024,Asia,Credit Card
CUST15119,Liam Johnson,44,Male,Online,Outdoor Recreation,Fishing Rod,86.9,4,347.6,1/3/2024,North America,Credit Card
CUST53117,Ava Jackson,34,Male,In-Store,Gymnastics,Pommel Horse,372.32,4,1489.28,6/1/2024,South America,Credit Card
CUST90468,John Brown,45,Other,In-Store,Apparel,Sports T-Shirt,87.42,5,437.1,11/1/2024,South America,Apple Pay
CUST99709,Sophia Thomas,56,Other,Online,Accessories,Gym Gloves,410.77,2,821.54,9/27/2024,South America,Apple Pay
CUST47218,Sophia Smith,42,Female,In-Store,Apparel,Compression Wear,107.54,3,322.62,1/28/2024,Asia,Apple Pay
CUST84697,Noah Smith,29,Other,Online,Equipment,Tennis Racket,169.64,2,339.28,9/17/2024,North America,Credit Card
CUST78318,Olivia Taylor,26,Female,Online,Accessories,Swim Goggles,344.77,1,344.77,3/15/2024,South America,Debit Card
CUST35868,John Johnson,43,Male,Online,Accessories,Wrist Bands,441.28,3,1323.84,4/25/2024,South America,PayPal
CUST55232,Emma Johnson,41,Female,In-Store,Gymnastics,Pommel Horse,311.33,5,1556.65,9/3/2024,Australia,Credit Card
CUST39615,Daniel Smith,35,Female,Online,Accessories,Gym Gloves,373.74,4,1494.96,1/19/2024,Asia,Apple Pay
CUST62203,Michael White,45,Other,In-Store,Apparel,Track Suit,216.43,5,1082.15,8/20/2024,South America,Cash
CUST68301,Ava Anderson,63,Male,Online,Apparel,Compression Wear,80.5,5,402.5,12/6/2024,Europe,Apple Pay
CUST20685,Olivia Jackson,50,Male,Online,Footwear,Football Boots,287.18,3,861.54,6/2/2024,South America,Debit Card
CUST82715,Emily Brown,23,Other,In-Store,Accessories,Gym Gloves,358.66,2,717.32,7/31/2024,Europe,Debit Card
CUST50928,Ava Taylor,50,Male,In-Store,Gymnastics,Parallel Bars,111.11,3,333.33,11/12/2024,Asia,Debit Card
CUST44396,Sophia Taylor,42,Female,In-Store,Apparel,Sports T-Shirt,466.31,5,2331.55,8/5/2024,North America,Debit Card
CUST40929,Liam Jackson,35,Other,Online,Apparel,Compression Wear,300.72,4,1202.88,4/29/2024,South America,Google Pay
CUST46796,Michael White,27,Female,In-Store,Footwear,Hiking Boots,161.09,4,644.36,9/20/2024,Australia,PayPal
CUST71242,Sophia Taylor,51,Female,In-Store,Accessories,Knee Support,115.34,5,576.7,1/4/2024,Australia,PayPal
CUST69191,Emily Jackson,40,Other,In-Store,Outdoor Recreation,Camping Tent,57.78,1,57.78,3/19/2024,North America,Credit Card
CUST30327,Ava Martin,22,Female,In-Store,Apparel,Sports T-Shirt,494.41,3,1483.23,12/21/2024,Asia,Cash
CUST37831,Sophia White,40,Male,In-Store,Apparel,Training Shorts,409.45,1,409.45,2/10/2024,Australia,Apple Pay
CUST78096,Sophia Martin,30,Other,Online,Apparel,Sports T-Shirt,30.78,5,153.9,3/3/2024,Asia,Cash
CUST15548,John White,45,Female,Online,Gymnastics,Parallel Bars,72.36,1,72.36,3/29/2024,North America,Apple Pay
CUST52898,Daniel Jackson,40,Male,In-Store,Outdoor Recreation,Hiking Backpack,288.7,5,1443.5,12/28/2024,South America,Apple Pay
CUST12991,Noah Jackson,53,Female,Online,Apparel,Sports T-Shirt,114.67,5,573.35,6/8/2024,Europe,Cash
CUST81650,Liam Brown,45,Other,Online,Gymnastics,Gym Rings,36.04,2,72.08,11/13/2024,Asia,Credit Card
CUST71540,Ava White,63,Female,Online,Accessories,Wrist Bands,180.73,2,361.46,12/30/2024,South America,Apple Pay
CUST77431,Emily Brown,31,Female,In-Store,Footwear,Basketball Shoes,157.72,3,473.16,5/6/2024,Europe,Debit Card
CUST26319,Olivia Thomas,52,Other,Online,Gymnastics,Balance Beam,119.28,3,357.84,5/24/2024,North America,Credit Card
CUST30610,John White,27,Male,Online,Apparel,Training Shorts,194.23,3,582.69,4/28/2024,Europe,Debit Card
CUST64843,John Brown,23,Male,In-Store,Accessories,Gym Gloves,142.15,2,284.3,9/10/2024,Asia,Apple Pay
CUST90188,Daniel Harris,40,Female,Online,Equipment,Cricket Bat,466.51,4,1866.04,6/27/2024,Australia,Google Pay
CUST56902,Sophia Anderson,28,Male,In-Store,Equipment,Dumbbells,370.35,3,1111.05,12/31/2024,Asia,Debit Card
CUST65412,Olivia Anderson,35,Female,Online,Equipment,Badminton Racket,479.51,4,1918.04,2/26/2024,Australia,Credit Card
CUST69137,Ava White,38,Male,Online,Apparel,Track Suit,80.41,4,321.64,7/9/2024,South America,Debit Card
CUST73771,Daniel Smith,55,Other,Online,Equipment,Tennis Racket,197.69,5,988.45,8/21/2024,North America,Google Pay
CUST39577,Noah Thomas,44,Female,In-Store,Accessories,Wrist Bands,185.91,4,743.64,5/27/2024,South America,Credit Card
CUST82537,Emily Thomas,29,Male,Online,Equipment,Badminton Racket,348.35,2,696.7,1/21/2024,North America,PayPal
CUST85494,Emma Smith,63,Other,Online,Footwear,Running Shoes,384.04,2,768.08,9/27/2024,Europe,PayPal
CUST39933,Noah Martin,63,Female,Online,Outdoor Recreation,Fishing Rod,237.28,1,237.28,8/18/2024,Europe,Credit Card
CUST49113,John Martin,30,Other,Online,Accessories,Knee Support,232.69,2,465.38,3/23/2024,Australia,Google Pay
CUST41518,John Anderson,35,Other,Online,Outdoor Recreation,Cycling Helmet,486.13,1,486.13,8/13/2024,Europe,Debit Card
CUST56812,Michael Harris,55,Male,In-Store,Footwear,Running Shoes,144.98,1,144.98,5/4/2024,North America,Cash
CUST61053,John Jackson,39,Female,Online,Outdoor Recreation,Camping Tent,236.54,4,946.16,11/28/2024,Asia,Apple Pay
CUST75482,Michael Martin,25,Female,Online,Outdoor Recreation,Hiking Backpack,363.75,5,1818.75,3/5/2024,South America,Google Pay
CUST43167,John Martin,27,Other,Online,Equipment,Cricket Bat,57.33,4,229.32,12/15/2024,Australia,Credit Card
CUST39131,Ava Johnson,54,Female,Online,Outdoor Recreation,Camping Tent,224.54,4,898.16,11/4/2024,Asia,Cash
CUST92303,John Anderson,43,Female,In-Store,Apparel,Compression Wear,383.72,2,767.44,5/29/2024,North America,PayPal
CUST59095,Daniel Harris,44,Female,In-Store,Gymnastics,Pommel Horse,73.09,1,73.09,6/3/2024,South America,Debit Card
CUST83767,John Brown,39,Male,In-Store,Apparel,Training Shorts,137.92,5,689.6,3/8/2024,Asia,Apple Pay
CUST23324,Emily Johnson,38,Female,In-Store,Equipment,Dumbbells,478.31,5,2391.55,3/29/2024,Asia,PayPal
CUST46815,Sophia Taylor,35,Male,Online,Gymnastics,Pommel Horse,165.87,2,331.74,8/14/2024,North America,Apple Pay
CUST72376,Olivia White,54,Male,In-Store,Footwear,Hiking Boots,203.63,3,610.89,1/18/2024,Australia,Apple Pay
CUST41819,John Jackson,54,Other,Online,Footwear,Basketball Shoes,65.44,2,130.88,2/5/2024,Australia,Credit Card
CUST99584,Michael Martin,19,Male,Online,Equipment,Badminton Racket,237.74,1,237.74,12/12/2024,South America,Apple Pay
CUST37398,John White,52,Other,In-Store,Outdoor Recreation,Cycling Helmet,452.34,4,1809.36,3/1/2024,North America,PayPal
CUST44508,Emily Johnson,22,Other,In-Store,Apparel,Track Suit,362.05,3,1086.15,10/21/2024,Europe,Debit Card
CUST70885,John Harris,43,Female,In-Store,Apparel,Compression Wear,100.26,1,100.26,1/6/2024,North America,Debit Card
CUST30313,Michael Brown,36,Female,In-Store,Equipment,Tennis Racket,110.27,5,551.35,7/4/2024,South America,PayPal
CUST74328,Daniel Anderson,53,Male,In-Store,Equipment,Badminton Racket,204.81,2,409.62,1/26/2024,North America,Debit Card
CUST21306,Daniel White,38,Male,Online,Equipment,Cricket Bat,409.34,1,409.34,7/30/2024,North America,Debit Card
CUST71975,Michael Smith,25,Male,In-Store,Gymnastics,Parallel Bars,85,1,85,2/12/2024,South America,Credit Card
CUST70505,John Johnson,41,Male,In-Store,Gymnastics,Balance Beam,242.68,3,728.04,9/9/2024,Europe,PayPal
CUST50829,Emily Thomas,27,Other,In-Store,Gymnastics,Pommel Horse,477.33,3,1431.99,8/2/2024,North America,Credit Card
CUST16842,Michael White,26,Other,In-Store,Gymnastics,Balance Beam,430.48,3,1291.44,5/26/2024,Europe,Cash
CUST26842,Emily White,20,Male,In-Store,Outdoor Recreation,Fishing Rod,418.45,5,2092.25,8/30/2024,North America,Google Pay
CUST34579,Michael Thomas,40,Male,Online,Equipment,Cricket Bat,324.13,1,324.13,4/15/2024,Europe,Apple Pay
CUST75757,Emma Taylor,19,Other,In-Store,Outdoor Recreation,Hiking Backpack,365.01,2,730.02,3/6/2024,South America,Apple Pay
CUST73293,Ava Taylor,28,Male,Online,Gymnastics,Balance Beam,181.73,1,181.73,2/13/2024,Asia,Debit Card
CUST17652,Daniel Smith,36,Other,Online,Accessories,Knee Support,203.21,4,812.84,12/23/2024,Asia,Google Pay
CUST24986,Emma Smith,44,Male,Online,Footwear,Basketball Shoes,462.4,2,924.8,1/23/2024,Asia,Credit Card
CUST40096,John Jackson,20,Male,Online,Outdoor Recreation,Camping Tent,28.69,2,57.38,10/8/2024,Asia,Debit Card
CUST39695,John Harris,22,Other,Online,Gymnastics,Parallel Bars,295.76,2,591.52,7/16/2024,South America,Apple Pay
CUST81787,Emily Smith,18,Male,In-Store,Apparel,Sports T-Shirt,240.14,5,1200.7,3/19/2024,Asia,Apple Pay
CUST27980,Michael Taylor,61,Male,In-Store,Equipment,Dumbbells,485.85,1,485.85,6/23/2024,Europe,Cash
CUST69176,Emily Jackson,20,Male,In-Store,Accessories,Gym Gloves,249.23,3,747.69,8/7/2024,North America,Google Pay
CUST62405,Liam Anderson,30,Female,In-Store,Apparel,Training Shorts,134.38,3,403.14,5/10/2024,North America,Debit Card
CUST48640,Olivia Anderson,30,Other,In-Store,Gymnastics,Parallel Bars,434.67,4,1738.68,8/16/2024,South America,Google Pay
CUST93607,Michael Thomas,22,Female,In-Store,Footwear,Basketball Shoes,247.8,3,743.4,1/19/2024,Asia,Debit Card
CUST18939,Sophia Anderson,24,Other,Online,Equipment,Cricket Bat,476.8,2,953.6,12/25/2024,Europe,Credit Card
CUST46371,Emma Martin,44,Other,Online,Equipment,Cricket Bat,336.29,3,1008.87,10/27/2024,Europe,Credit Card
CUST43976,John White,39,Other,In-Store,Equipment,Dumbbells,168.9,2,337.8,3/31/2024,South America,Google Pay
CUST69796,Emma White,48,Other,Online,Apparel,Track Suit,102.08,2,204.16,11/28/2024,North America,Cash
CUST46263,John Taylor,22,Male,Online,Equipment,Badminton Racket,300,1,300,10/24/2024,North America,PayPal
CUST92303,John Johnson,27,Other,In-Store,Equipment,Cricket Bat,291.36,2,582.72,5/5/2024,Australia,PayPal
CUST10816,Olivia Harris,37,Male,In-Store,Apparel,Compression Wear,343.89,5,1719.45,2/13/2024,Australia,PayPal
CUST68456,Emily Brown,41,Male,In-Store,Footwear,Football Boots,87.51,1,87.51,2/22/2024,Australia,Apple Pay
CUST52432,Noah Taylor,35,Female,In-Store,Accessories,Swim Goggles,50.11,1,50.11,2/12/2024,South America,PayPal
CUST46038,Olivia Smith,61,Male,In-Store,Equipment,Dumbbells,459.54,5,2297.7,7/10/2024,Australia,PayPal
CUST14117,Olivia Taylor,27,Male,In-Store,Accessories,Knee Support,57.6,3,172.8,1/16/2024,South America,PayPal
CUST37756,Ava Jackson,64,Male,In-Store,Outdoor Recreation,Camping Tent,242.52,3,727.56,3/25/2024,South America,Apple Pay
CUST95236,Liam White,37,Male,In-Store,Outdoor Recreation,Camping Tent,244.12,1,244.12,6/5/2024,South America,Credit Card
CUST17512,Liam Harris,53,Female,Online,Footwear,Hiking Boots,157.75,4,631,4/28/2024,Europe,Google Pay
CUST73589,Sophia Smith,54,Other,Online,Apparel,Training Shorts,90.09,5,450.45,9/7/2024,North America,Credit Card
CUST73143,Michael Johnson,63,Other,In-Store,Accessories,Gym Gloves,45.01,3,135.03,7/1/2024,South America,Cash
CUST93387,Daniel Smith,36,Other,In-Store,Equipment,Badminton Racket,495.44,3,1486.32,1/22/2024,Asia,Debit Card
CUST50997,Liam Anderson,50,Male,Online,Equipment,Tennis Racket,259.19,3,777.57,11/27/2024,Australia,Google Pay
CUST53138,Liam Smith,31,Other,In-Store,Equipment,Dumbbells,318.56,4,1274.24,12/13/2024,North America,Google Pay
CUST74250,Emily Jackson,56,Male,In-Store,Gymnastics,Parallel Bars,241.8,3,725.4,6/29/2024,Europe,Credit Card
CUST48183,John Martin,49,Other,In-Store,Apparel,Sports T-Shirt,221.63,5,1108.15,7/20/2024,Asia,Apple Pay
CUST59563,Noah White,46,Male,Online,Gymnastics,Balance Beam,101.73,5,508.65,6/9/2024,Asia,Apple Pay
CUST95490,Daniel White,34,Female,Online,Footwear,Running Shoes,300.67,5,1503.35,7/24/2024,North America,PayPal
CUST59746,Liam Taylor,32,Female,Online,Apparel,Training Shorts,418.51,2,837.02,9/8/2024,South America,Credit Card
CUST99041,Michael Jackson,28,Male,Online,Outdoor Recreation,Hiking Backpack,220.67,2,441.34,8/3/2024,South America,Credit Card
CUST83626,Ava Taylor,23,Male,Online,Gymnastics,Parallel Bars,406.37,3,1219.11,4/13/2024,North America,PayPal
CUST96972,Daniel Harris,35,Male,Online,Outdoor Recreation,Hiking Backpack,99.76,1,99.76,2/23/2024,Asia,Credit Card
CUST90571,Emily Martin,51,Other,Online,Footwear,Running Shoes,140.07,4,560.28,4/21/2024,North America,Cash
CUST63589,Olivia Jackson,44,Male,In-Store,Apparel,Training Shorts,95.78,3,287.34,7/27/2024,Australia,Debit Card
CUST31889,Daniel Johnson,61,Female,In-Store,Accessories,Wrist Bands,269.33,5,1346.65,3/11/2024,South America,Cash
CUST49896,Ava Harris,22,Male,In-Store,Gymnastics,Balance Beam,145.16,4,580.64,8/24/2024,Asia,Apple Pay
CUST77379,Daniel Smith,21,Female,Online,Gymnastics,Balance Beam,374.73,2,749.46,4/23/2024,Europe,Apple Pay
CUST62502,Liam Thomas,53,Female,In-Store,Equipment,Cricket Bat,329.61,5,1648.05,7/25/2024,Asia,Google Pay
CUST66978,Liam Brown,53,Other,Online,Accessories,Knee Support,141.56,5,707.8,8/27/2024,Asia,Google Pay
CUST94446,Ava Harris,20,Female,Online,Apparel,Sports T-Shirt,85.46,3,256.38,7/6/2024,Europe,Google Pay
CUST80446,Sophia Martin,24,Female,In-Store,Accessories,Wrist Bands,281.5,2,563,5/6/2024,South America,Apple Pay
CUST75889,Noah Harris,41,Male,Online,Apparel,Training Shorts,288.95,5,1444.75,4/15/2024,North America,Debit Card
CUST73131,Liam Thomas,52,Female,Online,Accessories,Knee Support,139.1,3,417.3,1/17/2024,North America,Debit Card
CUST24665,Emma Johnson,34,Female,In-Store,Equipment,Dumbbells,154.99,2,309.98,12/13/2024,Asia,Credit Card
CUST60390,Olivia Smith,41,Female,In-Store,Outdoor Recreation,Cycling Helmet,107.85,5,539.25,10/20/2024,Australia,PayPal
CUST47110,Daniel Taylor,37,Female,In-Store,Outdoor Recreation,Hiking Backpack,99.54,4,398.16,7/13/2024,Asia,Cash
CUST45062,Sophia Martin,19,Male,Online,Equipment,Badminton Racket,228.44,3,685.32,7/21/2024,Australia,Apple Pay
CUST87879,Noah White,47,Male,In-Store,Equipment,Cricket Bat,220.14,1,220.14,3/1/2024,Asia,Credit Card
CUST85418,Liam Martin,43,Male,In-Store,Outdoor Recreation,Fishing Rod,246.52,5,1232.6,7/21/2024,North America,Google Pay
CUST62903,John Taylor,49,Female,Online,Outdoor Recreation,Camping Tent,110.43,2,220.86,6/29/2024,South America,PayPal
CUST42653,Emily Johnson,33,Male,Online,Outdoor Recreation,Cycling Helmet,137.58,2,275.16,3/13/2024,South America,Credit Card
CUST63235,Sophia Taylor,41,Other,In-Store,Footwear,Running Shoes,227.74,5,1138.7,12/16/2024,North America,Cash
CUST57640,John Johnson,61,Male,In-Store,Apparel,Training Shorts,472.93,1,472.93,1/2/2024,North America,Google Pay
CUST96763,Michael Johnson,41,Male,Online,Equipment,Tennis Racket,98.13,5,490.65,8/23/2024,Asia,Credit Card
CUST37845,Olivia Smith,38,Female,Online,Outdoor Recreation,Hiking Backpack,444.31,4,1777.24,8/27/2024,Europe,Google Pay
CUST89643,Liam Brown,46,Female,In-Store,Outdoor Recreation,Fishing Rod,369.56,1,369.56,1/6/2024,North America,Credit Card
CUST77692,Michael Harris,54,Female,In-Store,Footwear,Basketball Shoes,178.39,5,891.95,10/4/2024,Asia,PayPal
CUST43842,Emily Anderson,40,Male,In-Store,Footwear,Basketball Shoes,225.55,4,902.2,2/18/2024,Asia,Apple Pay
CUST37489,Ava Brown,62,Male,In-Store,Outdoor Recreation,Camping Tent,171.27,5,856.35,2/4/2024,Asia,Google Pay
CUST28093,Emily Martin,23,Female,In-Store,Outdoor Recreation,Hiking Backpack,342.6,5,1713,6/3/2024,North America,PayPal
CUST26152,John Smith,61,Female,In-Store,Gymnastics,Gym Rings,178.21,1,178.21,8/23/2024,Asia,Apple Pay
CUST25867,Daniel White,18,Female,In-Store,Equipment,Badminton Racket,66.05,2,132.1,12/6/2024,Australia,PayPal
CUST38333,Emma Johnson,42,Female,In-Store,Outdoor Recreation,Fishing Rod,373.94,3,1121.82,3/29/2024,North America,Credit Card
CUST80175,Ava White,47,Male,Online,Outdoor Recreation,Hiking Backpack,182.79,2,365.58,1/20/2024,Australia,Debit Card
CUST98766,Olivia Taylor,49,Other,In-Store,Accessories,Knee Support,316.89,1,316.89,1/23/2024,North America,PayPal
CUST19237,John Martin,24,Female,In-Store,Footwear,Football Boots,322.48,5,1612.4,7/3/2024,South America,Google Pay
CUST53398,John Martin,50,Female,In-Store,Outdoor Recreation,Fishing Rod,467.42,1,467.42,12/19/2024,Asia,Debit Card
CUST48177,Olivia Jackson,40,Other,In-Store,Equipment,Cricket Bat,320.92,3,962.76,2/15/2024,Asia,Debit Card
CUST27178,Daniel Jackson,23,Male,Online,Outdoor Recreation,Camping Tent,357.02,3,1071.06,3/30/2024,Europe,Google Pay
CUST74986,Emily Johnson,47,Male,Online,Accessories,Knee Support,486.46,4,1945.84,4/18/2024,Australia,Cash
CUST25789,Sophia Johnson,60,Male,In-Store,Equipment,Tennis Racket,404.62,2,809.24,11/30/2024,Europe,Debit Card
CUST91858,Olivia Smith,62,Female,Online,Apparel,Sports T-Shirt,233.86,3,701.58,3/17/2024,South America,PayPal
CUST38405,Liam Brown,46,Male,Online,Outdoor Recreation,Fishing Rod,63.5,5,317.5,7/29/2024,Asia,Debit Card
CUST76020,Emma Jackson,52,Female,In-Store,Apparel,Sports T-Shirt,430.91,3,1292.73,8/26/2024,Australia,Apple Pay
CUST82295,John White,27,Male,Online,Apparel,Training Shorts,243.6,5,1218,8/23/2024,North America,Google Pay
CUST67035,Daniel Jackson,25,Male,Online,Apparel,Training Shorts,282.57,3,847.71,7/17/2024,Australia,Cash
CUST79166,Noah White,30,Other,Online,Gymnastics,Gym Rings,420.97,2,841.94,12/1/2024,Australia,Cash
CUST20495,Emily Harris,38,Female,In-Store,Footwear,Running Shoes,74.91,5,374.55,9/5/2024,Europe,PayPal
CUST47477,Emma Thomas,21,Female,Online,Apparel,Track Suit,463.08,4,1852.32,10/8/2024,North America,Google Pay
CUST50619,Noah Martin,48,Male,Online,Apparel,Compression Wear,289.31,5,1446.55,3/29/2024,South America,Cash
CUST91746,Michael Anderson,37,Female,Online,Apparel,Training Shorts,258.79,2,517.58,10/2/2024,South America,Google Pay
CUST59596,Liam Smith,45,Other,Online,Equipment,Tennis Racket,212.39,2,424.78,9/13/2024,North America,Google Pay
CUST20849,Liam Thomas,60,Other,Online,Footwear,Running Shoes,275.53,1,275.53,5/28/2024,Europe,Google Pay
CUST41105,John Johnson,34,Male,In-Store,Gymnastics,Pommel Horse,414.77,2,829.54,8/17/2024,North America,Apple Pay
CUST18394,Liam Taylor,62,Female,In-Store,Accessories,Swim Goggles,49.44,1,49.44,2/29/2024,Australia,Credit Card
CUST32228,Noah Jackson,32,Female,Online,Gymnastics,Pommel Horse,490.9,1,490.9,11/27/2024,North America,Apple Pay
CUST11517,Olivia Thomas,34,Male,In-Store,Outdoor Recreation,Fishing Rod,412.58,3,1237.74,3/29/2024,Australia,Debit Card
CUST80759,Noah Brown,42,Male,In-Store,Accessories,Swim Goggles,63.75,4,255,5/28/2024,Asia,Cash
CUST94257,Daniel Thomas,21,Male,Online,Outdoor Recreation,Cycling Helmet,425.51,5,2127.55,9/4/2024,Asia,Debit Card
CUST64509,Emily Thomas,34,Male,Online,Accessories,Swim Goggles,419.2,4,1676.8,8/16/2024,Europe,PayPal
CUST85266,Emma Martin,62,Female,In-Store,Outdoor Recreation,Cycling Helmet,440.15,5,2200.75,4/4/2024,South America,Debit Card
CUST58166,Liam White,31,Other,Online,Accessories,Gym Gloves,110.51,3,331.53,3/8/2024,Europe,PayPal
CUST44118,Sophia Martin,48,Other,In-Store,Footwear,Basketball Shoes,53.06,2,106.12,1/5/2024,Australia,PayPal
CUST12414,John Martin,62,Other,Online,Equipment,Dumbbells,342.12,1,342.12,9/26/2024,Australia,Google Pay
CUST70866,Michael Brown,50,Male,In-Store,Outdoor Recreation,Fishing Rod,348.65,1,348.65,6/25/2024,Asia,Credit Card
CUST97530,Liam Harris,33,Other,Online,Gymnastics,Pommel Horse,437.06,5,2185.3,11/29/2024,North America,Credit Card
CUST21344,Noah Jackson,42,Female,In-Store,Gymnastics,Balance Beam,217.78,2,435.56,5/27/2024,South America,Google Pay
CUST36057,Emma Thomas,26,Other,Online,Equipment,Cricket Bat,270.99,1,270.99,12/2/2024,Europe,Cash
CUST45823,Liam Brown,28,Male,Online,Footwear,Running Shoes,188.4,4,753.6,7/7/2024,Europe,Debit Card
CUST51274,Noah Martin,27,Other,In-Store,Outdoor Recreation,Fishing Rod,341.25,2,682.5,11/24/2024,South America,Apple Pay
